comment,label,cleaned_text
"රයිස් එකක් ග්‍රෙන්න යැව්වා, මේකා කෝකියා වෙලාද රෙද්ද ,බඩේ පනුවන්ගෙ පනුවොත් බොක්සිං ගහනවා",harassment,"රයිස් එකක් ග්‍රෙන්න යැව්වා, මේකා කෝකියා වෙලාද රෙද්ද ,බඩේ පනුවන්ගෙ පනුවොත් බොක්සිං ගහනවා"
රස්ති දරුකමට දෙන්න ලමයි මෙහෙ නෑ පලයන් යන්න,harassment,රස්ති දරුකමට දෙන්න ලමයි මෙහෙ නෑ පලයන් යන්න
රසිකගෙ තන වගේද ජම්බෝලෙගෙ පුක.,harassment,රසිකගෙ තන වගේද ජම්බෝලෙගෙ පුක.
@USER රාජපක්ෂලගේ ගූ කන වහල්ලු  උඹගේ තාත්තා බල්ලකටද හිකුවේ තෝ වගේ කැරි පොන්නයෙක් ලබන්ඩ අත ගාලා බලපං දෙක තියනවද ක්යලා...,harassment,රාජපක්ෂලගේ ගූ කන වහල්ලු උඹගේ තාත්තා බල්ලකටද හිකුවේ තෝ වගේ කැරි පොන්නයෙක් ලබන්ඩ අත ගාලා බලපං දෙක තියනවද ක්යලා...
රාජපස්සගේ වැරදි කිව්වම මේ වගේ ඉත්තෑවෝ දුවන කිහිප දෙනෙක් තාම ඉන්නවා. මේ ගොන් සක්කිලි හැතිකරය තමයි රටේ කරුමෙට ජාතක වෙච්ච එවුන්. Nimantha Jayasinghe @USER  · 17 May 2021  @USER Nodanna magul nokiya hitapan.umbe mole tharama nemei anithunta tiyenne.,harassment,රාජපස්සගේ වැරදි කිව්වම මේ වගේ ඉත්තෑවෝ දුවන කිහිප දෙනෙක් තාම ඉන්නවා. මේ ගොන් සක්කිලි හැතිකරය තමයි රටේ කරුමෙට ජාතක වෙච්ච එවුන්. නිමන්ත ජයසින්ග්හේ · 17 May 2021 නොදන්නා මගුල් නොකිය හිටපනුඹේ mole තරම නෙමෙඉ අනිතුන්ට තියෙන්නේ
@USER රිද්දන්න ඕනී නෑ .. දනගාලා ලෙවකාලා පුක දීලා හරි වැඩේ කරගෙන පාඩුවේ ඉන්නවා නම්  මේක අර පිදුරු ගොඩේ ඉන්න බල්ලා වගේ අපි ලං වුනොත් බුරාගෙන පැනලා .. ඌ කන්නෙත් නෑ අපිට කන්න දෙන්නෙත් නැති වෙනකොටයි එපා වෙන්නේ,harassment,රිද්දන්න ඕනී නෑ .. දනගාලා ලෙවකාලා පුක දීලා හරි වැඩේ කරගෙන පාඩුවේ ඉන්නවා නම් මේක අර පිදුරු ගොඩේ ඉන්න බල්ලා වගේ අපි ලං වුනොත් බුරාගෙන පැනලා .. ඌ කන්නෙත් නෑ අපිට කන්න දෙන්නෙත් නැති වෙනකොටයි එපා වෙන්නේ
රිලා නැටුම් නටන UNP පොන්න වේසිගෙ පුත්තු URL via  @USER,harassment,රිලා නැටුම් නටන උන්ප් පොන්න වේසිගෙ පුත්තු via
රුපියල පොලිස්පතිගෙන් වැහුවා පොලිස්පති කජ්ජෙන් වැහුවා කජ්ජ පුකෙන් වැහුවා පුක දැන් ජනපති ඝාතනයකින් වහනවා  හරිම සන්තෝෂයි,harassment,රුපියල පොලිස්පතිගෙන් වැහුවා පොලිස්පති කජ්ජෙන් වැහුවා කජ්ජ පුකෙන් වැහුවා පුක දැන් ජනපති ඝාතනයකින් වහනවා හරිම සන්තෝෂයි
@USER රුපියල් විස්සට වොශර් විකුනන පරයව අල්ලගෙන පුක රිවට් කරල බඩයන්න බේත් දෙන්නෝන,harassment,රුපියල් විස්සට වොශර් විකුනන පරයව අල්ලගෙන පුක රිවට් කරල බඩයන්න බේත් දෙන්නෝන
@USER  @USER රූකඩ... බලපිය තොට කවද හරි හම්බෙන්නේ honeymoon ගියහම තොව දෙහි ගෙඩියක් වගේ චොප්ප වෙන size එකේ කෙල්ලේක්ව... බලපංකෝ....,harassment,රූකඩ... බලපිය තොට කවද හරි හම්බෙන්නේ honeymoon ගියහම තොව දෙහි ගෙඩියක් වගේ චොප්ප වෙන size එකේ කෙල්ලේක්ව... බලපංකෝ....
@USER රෙද්ද උස්සන්නෙ පුකේ අරින්ඩ විතරක් නෙවෙයිනෙ. නයට හුලන්ඩ රෙද්ද උස්සන එවුනුත් ඉන්නව,harassment,රෙද්ද උස්සන්නෙ පුකේ අරින්ඩ විතරක් නෙවෙයිනෙ. නයට හුලන්ඩ රෙද්ද උස්සන එවුනුත් ඉන්නව
@USER රෙද්ද පාත් කරලා පුක දුන්නා නම් වැඩේ ලේසිනේ මේ හුක්කට අමන තට්ටයාට...,harassment,රෙද්ද පාත් කරලා පුක දුන්නා නම් වැඩේ ලේසිනේ මේ හුක්කට අමන තට්ටයාට...
රෙදි ටික තෙතයිද් තම.. වේල ගන්න විදිහක් නැද්ද.. එන්න අපි වගේ උත්තරත්ද්‍රවයට.. මෙහෙ පට්ට අවුව.. බලං ඉන්නැද්දි රෙදි වේලෙනව.,harassment,රෙදි ටික තෙතයිද් තම.. වේල ගන්න විදිහක් නැද්ද.. එන්න අපි වගේ උත්තරත්ද්‍රවයට.. මෙහෙ පට්ට අවුව.. බලං ඉන්නැද්දි රෙදි වේලෙනව.
@USER  @USER රෙන පුකට ac හොයන්නේ නැතුව දෙන දෙයක් කාල ඉදපන් ඉතාලියේ රත්තරන් කක්කුස්සීවල රීපු එකෙක්ද මේ වැල්ලේ රීලා වැල්ලෙන්ම පුක හෝදපු එවුන් පොශ් වෙලා......බල්ලෝ බලල්ලූ වගේ ඉතාලියේ මැරෙන්න නොදී එන්න දුන්නු එකට පිං දීපල්ලා....රෙන පුකට නැති කැටයම්...,harassment,රෙන පුකට අච හොයන්නේ නැතුව දෙන දෙයක් කාල ඉදපන් ඉතාලියේ රත්තරන් කක්කුස්සීවල රීපු එකෙක්ද මේ වැල්ලේ රීලා වැල්ලෙන්ම පුක හෝදපු එවුන් පොශ් වෙලා......බල්ලෝ බලල්ලූ වගේ ඉතාලියේ මැරෙන්න නොදී එන්න දුන්නු එකට පිං දීපල්ලා....රෙන පුකට නැති කැටයම්...
රෙන පුකට ඇයි කැටයම්..? — රෙන්න තියෙන්නෙ එක පුකයි නිසා URL,harassment,රෙන පුකට ඇයි කැටයම්..? — රෙන්න තියෙන්නෙ එක පුකයි නිසා
රෙන පුකට මොන කැටයංද කිව්වට දැංකාලේ කෙල්ලෝ පුකට දාන කැටයං ඇම්බැක්කෙවත් නෑ අපේ හාන්දුන්නේ !,harassment,රෙන පුකට මොන කැටයංද කිව්වට දැංකාලේ කෙල්ලෝ පුකට දාන කැටයං ඇම්බැක්කෙවත් නෑ අපේ හාන්දුන්නේ !
රෙන පුකට මොන කැටයංද කිව්වට ලක්ස 6 ක විතර පුටුවක් ඔනෙ ඉදගන්න බහුකාපන් ! මෙහෙට Alienස්ලා එන්නැති එක සාදාරනයි හාන්දුන්නේ,harassment,රෙන පුකට මොන කැටයංද කිව්වට ලක්ස 6 ක විතර පුටුවක් ඔනෙ ඉදගන්න බහුකාපන් ! මෙහෙට Alienස්ලා එන්නැති එක සාදාරනයි හාන්දුන්නේ
@USER රෙන පුකට මොන කැටයම්ද බං අන්න අරහෙ ගිහින් තණ කොලේ පුක අතුල්ලන් වරෙන් මගුලක් නොකර.,harassment,රෙන පුකට මොන කැටයම්ද බං අන්න අරහෙ ගිහින් තණ කොලේ පුක අතුල්ලන් වරෙන් මගුලක් නොකර.
රෙන පුකට මොන කැටයම්ද බොක්ක... පුක මහත උනත් ලෑලි උනත්  සුදු උනත් කලු උනත්  පුකෙන් කරන්නේ රෙන එක විතරයි...,harassment,රෙන පුකට මොන කැටයම්ද බොක්ක... පුක මහත උනත් ලෑලි උනත් සුදු උනත් කලු උනත් පුකෙන් කරන්නේ රෙන එක විතරයි...
රෙන පුකේ කැටයමට වටේ යන වැඩිමලුන් සතේ කට වටිනවද  #දැකලාහිතුනා,harassment,රෙන පුකේ කැටයමට වටේ යන වැඩිමලුන් සතේ කට වටිනවද #දැකලාහිතුනා
රෙන්න තියන පුක දෙන්න එපා කියද්දි වැල්ලට බය නන් රැල්ලට පුක හෝදන්නෑ කියන උන් එමට.,harassment,රෙන්න තියන පුක දෙන්න එපා කියද්දි වැල්ලට බය නන් රැල්ලට පුක හෝදන්නෑ කියන උන් එමට.
රෙන්න තියන පුක දෙන්න එපා////  පුක තියෙන්නෙ රෙන්න මිස දෙන්න නෙමෙයි හෝදල ගත්තට ගඳ යයිද ලොවෙත්? වැල්මී කෑවත් පව්ඩර් ගෑවත් බෙට්ට තමයි අන්තිමට යන්නෙ කොහෙත්!  ඇයි ? රෙන පුකට නංගි ඔය කැටයම්? උදේට කෑවද ඔයා අද onion? සද්ද පඩ ගඳ නැත ගඳ පඩ... youtube.com Dimi3 - PUKA ( දෙන්න එපා ) Dimi3 - Puka is now on music stores!Spotify - URL Music - URL,harassment,රෙන්න තියන පුක දෙන්න එපා//// පුක තියෙන්නෙ රෙන්න මිස දෙන්න නෙමෙයි හෝදල ගත්තට ගඳ යයිද ලොවෙත්? වැල්මී කෑවත් පව්ඩර් ගෑවත් බෙට්ට තමයි අන්තිමට යන්නෙ කොහෙත්! ඇයි ? රෙන පුකට නංගි ඔය කැටයම්? උදේට කෑවද ඔයා අද onion? සද්ද පඩ ගඳ නැත ගඳ පඩ... යෝඋටුබෙචොම් Dimi3 - PUKA ( දෙන්න එපා ) Dimi3 - Puka ඉස now ඕන music ස්ටෝරෙස්ස්පොටිෆ්ය් - Music -
@USER රෙන්න තියෙන පුක දෙන්න එපා යේ..රෙන්න තියෙන පුක දෙන්න එපා..ඔයෙ.. පුක් song,harassment,රෙන්න තියෙන පුක දෙන්න එපා යේ..රෙන්න තියෙන පුක දෙන්න එපා..ඔයෙ.. පුක් song
"@USER  @USER    රෙන්න පුකේ ගූ නැති උනාට, මුගේ ටෝක් කොහොමද. කුලියට මඩ ගහලා, හම්බකරගත්තට වඩා හොදයි ගිහින් මංගලට පුක දීපන්. ඊට වඩා ගෙවයි. සල්ලි වලට ඕන දෙයක් කරන සක්කිලි.",harassment,"රෙන්න පුකේ ගූ නැති උනාට, මුගේ ටෝක් කොහොමද. කුලියට මඩ ගහලා, හම්බකරගත්තට වඩා හොදයි ගිහින් මංගලට පුක දීපන්. ඊට වඩා ගෙවයි. සල්ලි වලට ඕන දෙයක් කරන සක්කිලි."
@USER රෙන්නදීපු පුක විකුනන් කනව ⁣කියන්නේ මේකට,harassment,රෙන්නදීපු පුක විකුනන් කනව ⁣කියන්නේ මේකට
@USER රෝස ඇලේට විසිකරල පස්ස පැත්තෙ කටු ඇනුනම බෙහෙත් දාන්නෙ කවුද ආච්චිට හාල් ගරන්න උවෑ උවෑ ඉහි ඉහි,harassment,රෝස ඇලේට විසිකරල පස්ස පැත්තෙ කටු ඇනුනම බෙහෙත් දාන්නෙ කවුද ආච්චිට හාල් ගරන්න උවෑ උවෑ ඉහි ඉහි
lankaxvdos: ඇන්ටි පාරක් කටට අරන් පුකේ ඇරගන්නවා URL,harassment,ලංකෂ්ව්දොස් ඇන්ටි පාරක් කටට අරන් පුකේ ඇරගන්නවා
Lanka News Alert – අවජාතක පාර්ලිමේන්තුව වහා විසුරුවනු ! URL via  @USER,harassment,ලංකා News Alert – අවජාතක පාර්ලිමේන්තුව වහා විසුරුවනු ! via
Lanka News Alert – අහක යන නයි රෙද්ද අස්සේ දා ගත් අය URL via  @USER,harassment,ලංකා News Alert – අහක යන නයි රෙද්ද අස්සේ දා ගත් අය via
Lanka News Alert – මේ අවජාතක ආණ්ඩුවක ඇරැඹූමයි URL via  @USER,harassment,ලංකා News Alert – මේ අවජාතක ආණ්ඩුවක ඇරැඹූමයි via
Lanka News Alert – විකුණන්න හොයා ගත්ත බඩුව කාගේද? URL via  @USER,harassment,ලංකා News Alert – විකුණන්න හොයා ගත්ත බඩුව කාගේද? via
Lanka C News >> මේක අවජාතක ආණ්ඩුවක්.. කවුද ආණ්ඩුවක් හදන්න රනිල්ට බලය දුන්නේ: අද ඇත්තේ අවජාතක ආණ්ඩුවක්… URL #උණසමපවත,harassment,ලංකා ච News >> මේක අවජාතක ආණ්ඩුවක්.. කවුද ආණ්ඩුවක් හදන්න රනිල්ට බලය දුන්නේ: අද ඇත්තේ අවජාතක ආණ්ඩුවක්… #උණසමපවත
ලංකාවෙ (සුළුතරයක් ) මෝඩ අහවල් ප්‍රජාව අතර කොරෝණා ව්‍යාප්තිය  වැඩී වගේ නේ.. හදිසියේවත් කොරෝන හැදිල එකෙක් හරි මලොත් ඌරෙක් එක්ක එකට දාල පුච්චන්න තියන්නෙ.. අයෙ මලාට එලි බහින්නෙ නෑ එකෙක්..,harassment,ලංකාවෙ (සුළුතරයක් ) මෝඩ අහවල් ප්‍රජාව අතර කොරෝණා ව්‍යාප්තිය වැඩී වගේ නේ.. හදිසියේවත් කොරෝන හැදිල එකෙක් හරි මලොත් ඌරෙක් එක්ක එකට දාල පුච්චන්න තියන්නෙ.. අයෙ මලාට එලි බහින්නෙ නෑ එකෙක්..
ලංකාවෙ උන් හරියන්නෙ නෑ. හැබැයි පස්ස හෝදන එකෙක් හොයාගන්න ඕන. පිහිදාන උන් එපා.,harassment,ලංකාවෙ උන් හරියන්නෙ නෑ. හැබැයි පස්ස හෝදන එකෙක් හොයාගන්න ඕන. පිහිදාන උන් එපා.
ලංකාවෙ ක්‍රිකට් හැදෙන්න නම් මැච් එකක් දෙකක් පැරදිච්ච ගමන් වේස බඩු වගේ කෑගහන රසිකයො ටික නැති බංගස්තාන වෙලා යන්න ඕනෙ.,harassment,ලංකාවෙ ක්‍රිකට් හැදෙන්න නම් මැච් එකක් දෙකක් පැරදිච්ච ගමන් වේස බඩු වගේ කෑගහන රසිකයො ටික නැති බංගස්තාන වෙලා යන්න ඕනෙ.
ලංකාවෙ මිනිහ දාලා ගිය ගැනී වෙන කිසි දෙයක් කර ගත නොහැකිව ගනිකාවක් වූ විට ඇය පට්ට ගොන් බඩුවක් වන අතර   ලෝකයේ... URL,harassment,ලංකාවෙ මිනිහ දාලා ගිය ගැනී වෙන කිසි දෙයක් කර ගත නොහැකිව ගනිකාවක් වූ විට ඇය පට්ට ගොන් බඩුවක් වන අතර ලෝකයේ...
ලංකාවෙ ලොකු පුටුවල ගොඩක් ඉන්නෙ කොන්ද පන නැති උන්. පරයන්ට පරයො කියන්න බැරි. පරයන්ට ගහනකොට රිදෝගන්න අවජාතක හැත්තක්. URL,harassment,ලංකාවෙ ලොකු පුටුවල ගොඩක් ඉන්නෙ කොන්ද පන නැති උන්. පරයන්ට පරයො කියන්න බැරි. පරයන්ට ගහනකොට රිදෝගන්න අවජාතක හැත්තක්.
@USER ලංකාවේ ඉන්න තක්කඩිම වේසිගේ පුතාල කිහිප දෙනාගෙන් එකෙක්. අනිකා විමලා,harassment,ලංකාවේ ඉන්න තක්කඩිම වේසිගේ පුතාල කිහිප දෙනාගෙන් එකෙක්. අනිකා විමලා
"ලංකාවේ කෙල්ලෙක් කොටට ඇඳල ගියාම වැරදී වේසි කියනවා...  තම්බි කෙල්ලෙක් මුලු ඇඟම වහං ගියාම ""ටෞකන්ඩ මුම් වහං යනව රට අල්ලන්ඩ වේසියෝ"" කියනවා...  ඇයි එහෙම!!",harassment,"ලංකාවේ කෙල්ලෙක් කොටට ඇඳල ගියාම වැරදී වේසි කියනවා... තම්බි කෙල්ලෙක් මුලු ඇඟම වහං ගියාම ""ටෞකන්ඩ මුම් වහං යනව රට අල්ලන්ඩ වේසියෝ"" කියනවා... ඇයි එහෙම!!"
@USER ලංකාවේ හරක් හිතගෙන ඉන්නේ hybrid කියන්නේ හෙන luxury වාහන ජාතියක් කියල  @USER,harassment,ලංකාවේ හරක් හිතගෙන ඉන්නේ hybrid කියන්නේ හෙන luxury වාහන ජාතියක් කියල
ලක්ශණ යුවතියන් දෙදෙනෙක් ගේ අස්සේ.. හිටං කොමල දානෝ කිචි කිචි සද්දේ.. කලුසුදු කැත බඩුද ඒවා නෑ දැක්කේ.. ඇන්ටී නිතර ඉන්නව නේ උලුවස්සේ..,harassment,ලක්ශණ යුවතියන් දෙදෙනෙක් ගේ අස්සේ.. හිටං කොමල දානෝ කිචි කිචි සද්දේ.. කලුසුදු කැත බඩුද ඒවා නෑ දැක්කේ.. ඇන්ටී නිතර ඉන්නව නේ උලුවස්සේ..
@USER  ලක්ෂ 62 ක මී හරක් රැල දැන් හොදට කනවා බොනවා ඇති නේද යන්නේ කාර් එකෙන්ද පඩි 10000 වැඩි උනාලු නේද බඩු පට්ට ලාබලු නේ අනේ මගේ කට,harassment,ලක්ෂ 62 ක මී හරක් රැල දැන් හොදට කනවා බොනවා ඇති නේද යන්නේ කාර් එකෙන්ද පඩි 10000 වැඩි උනාලු නේද බඩු පට්ට ලාබලු නේ අනේ මගේ කට
ලක්සපති බලලත් ඉවරයි!!  අම්ම පටන් ගත්ත දේසනාව  තොපි මොනාද දන්නෙ අර බලපන් අර පොඩි එවුන්........read more,harassment,ලක්සපති බලලත් ඉවරයි!! අම්ම පටන් ගත්ත දේසනාව තොපි මොනාද දන්නෙ අර බලපන් අර පොඩි එවුන්........read more
ලකේ ගල පෙන්නලා පටන් ගන්නෙ  #ගිනියම්රෑ #GiniyamRae,harassment,ලකේ ගල පෙන්නලා පටන් ගන්නෙ #ගිනියම්රෑ ගිනියම්රේ
@USER ලකේ පන්කාව කියන්නේ මොකක්ද හු#තෝ එතකොට,harassment,ලකේ පන්කාව කියන්නේ මොකක්ද හු#තෝ එතකොට
ලජ්ජා වෙයන් තොපි වගේ එවන් ජාතක උනාට. ලජ්ජා වෙයන් තොපි අහිංසක මිනිස්සු මරපු කොටියට උද ගෙඩි දෙන එකට. කාලකන්නින්ගෙන්... URL,harassment,ලජ්ජා වෙයන් තොපි වගේ එවන් ජාතක උනාට. ලජ්ජා වෙයන් තොපි අහිංසක මිනිස්සු මරපු කොටියට උද ගෙඩි දෙන එකට. කාලකන්නින්ගෙන්...
ලන්කාවෙ ඉන්නෙ අමු කුහක .වෙසා.අමන.බලු.සක්කිලි ජාතියක්  බස් එකෙ යන ගමන් කෑම කනවා ඒත් කමක් නෑ ඉතුරු  වෙන කුනු ටික... URL,harassment,ලන්කාවෙ ඉන්නෙ අමු කුහක .වෙසා.අමන.බලු.සක්කිලි ජාතියක් බස් එකෙ යන ගමන් කෑම කනවා ඒත් කමක් නෑ ඉතුරු වෙන කුනු ටික...
#LapTopDance                         අම්මෙ මට ලැප්ටෙප් එකක්.   මොකො තෝ නටන්නද,harassment,ලප්ටෝප්දන්චේ අම්මෙ මට ලැප්ටෙප් එකක්. මොකො තෝ නටන්නද
ලබ් ඩබ්...ලබ් ඩබ්...ලබ් ඩබ්...ලබ් ඩබ්  *වල් බල්ලෙක් එලවන් එනව දකිනව*  ලබ්බ ඩබ්බ..ලබ්බ ඩබ්බ..ලබ්බ ඩබ්බ.. ලබ්බ ඩබ්බ,harassment,ලබ් ඩබ්...ලබ් ඩබ්...ලබ් ඩබ්...ලබ් ඩබ් *වල් බල්ලෙක් එලවන් එනව දකිනව* ලබ්බ ඩබ්බ..ලබ්බ ඩබ්බ..ලබ්බ ඩබ්බ.. ලබ්බ ඩබ්බ
@USER ලබ්බ නෙවෙයි ඒක කිම්බ...ඇට දෙක නෙවෙයි ඒක තම් දෙක....,harassment,ලබ්බ නෙවෙයි ඒක කිම්බ...ඇට දෙක නෙවෙයි ඒක තම් දෙක....
ලබ්බ බහිනවා නම් යටට ඇදපන්  Chamal Kanishka @USER  · 6 Nov 2017  @USER හැ  මේ ලබ්බ බහිනවනේ බලං ඉදිද්දි,harassment,ලබ්බ බහිනවා නම් යටට ඇදපන් Chamal කනිෂ්ක · 6 නොව 2017 හැ මේ ලබ්බ බහිනවනේ බලං ඉදිද්දි
ලමයි 5 හදන්නලු  යකෝ ඇද පුටු මේස එක්කද ලමයි හදන්නේ ??  දාස් ගානක් අපරාදෙ හැමදාම රෙදිකෑලි වල  එනවා මෙතන ලමයි හදන්න කියන්න,harassment,ලමයි 5 හදන්නලු යකෝ ඇද පුටු මේස එක්කද ලමයි හදන්නේ ?? දාස් ගානක් අපරාදෙ හැමදාම රෙදිකෑලි වල එනවා මෙතන ලමයි හදන්න කියන්න
ලමයි බලනවා කියම්නෙ හෙන ලෙසි ගේමක් නෙවෙයි iසෙ,harassment,ලමයි බලනවා කියම්නෙ හෙන ලෙසි ගේමක් නෙවෙයි iසෙ
ලමයි ලෑස්ති වෙන්න සෙල්ලන් බඩු තෝරන්න යන්න   හා අම්මේ   උබට නෙවෙයි යකෝ නංගිට කිව්වෙ,harassment,ලමයි ලෑස්ති වෙන්න සෙල්ලන් බඩු තෝරන්න යන්න හා අම්මේ උබට නෙවෙයි යකෝ නංගිට කිව්වෙ
@USER ලමයින්වත් නරක් කරනවා අෆ්ෆ ලමයි දෙන්නෙක් ඉන්න අම්ම කෙනෙක් විදියට ඔහොම කෙයාලස් වෙලා හරියනවද,harassment,ලමයින්වත් නරක් කරනවා අෆ්ෆ ලමයි දෙන්නෙක් ඉන්න අම්ම කෙනෙක් විදියට ඔහොම කෙයාලස් වෙලා හරියනවද
@USER @USER  ලව් කරන්න ??? අපි???  හම්මේ ඉතිං හෑ????? හුරේ.... තෝ විනාසයි.... පයිං තමා එන්න වෙන්නෙ උඹට ... පව් ඈ,harassment,ලව් කරන්න ??? අපි??? හම්මේ ඉතිං හෑ????? හුරේ.... තෝ විනාසයි.... පයිං තමා එන්න වෙන්නෙ උඹට ... පව් ඈ
"ලව් බ්‍රේක් උනාම හොටු පෙරන් අඩන උන්ටයි මේ කියන්නෙ,,, තොට හොදනම් මටත් හොදයි කියලා ජොලියෙ හිටපල්ලා....   #Duplicate_tweet",harassment,"ලව් බ්‍රේක් උනාම හොටු පෙරන් අඩන උන්ටයි මේ කියන්නෙ,,, තොට හොදනම් මටත් හොදයි කියලා ජොලියෙ හිටපල්ලා.... #Duplicate_tweet"
ලස්සන ත්‍රෙඩ් එකක් දාල අතිමට උගෙම පුක ඌම ලෙව කාගෙන,harassment,ලස්සන ත්‍රෙඩ් එකක් දාල අතිමට උගෙම පුක ඌම ලෙව කාගෙන
"@USER  LTTE එකට කඩේ යන වේස බල්ලෝ form කරන්න එපා මේකේ. කිසිම තේරුමක් නෑ, නිකම් ඇගේ ලේ පිච්චෙන එක විතරයි වෙන්නේ අපේ.",harassment,"ල්ට්ටේ එකට කඩේ යන වේස බල්ලෝ form කරන්න එපා මේකේ. කිසිම තේරුමක් නෑ, නිකම් ඇගේ ලේ පිච්චෙන එක විතරයි වෙන්නේ අපේ."
#LTTE ට  @USER  කඩේ යන  @USER  මේ වේසි.... පුතාගෙන් #SriLanka ට සහනයක් බලාපොරොත්තු වෙන්න පුලුවන්ද ?  @USER  @USER  @USER,harassment,ල්ට්ටේ ට කඩේ යන මේ වේසි.... පුතාගෙන් ශ්‍රීලංකා ට සහනයක් බලාපොරොත්තු වෙන්න පුලුවන්ද ?
ලාංකික පොන්න ආණ්ඩුව හෙන ගහපන්.....  තොපි සිංහල ජාතියක් වශයෙන් මෙහෙම කට වහගෙන ඉන්න එපව් බොල... හෙට වෙද්දි දන්නෙම නැතුව අපිටම හුකල යයි...තොපි කාල බීල රීලා කට වහගෙන ඉන්න හැකිතාක් මේ පොන්න හුත්තේ ආණ්ඩුව තව තවත් කැලෑ... URL,harassment,ලාංකික පොන්න ආණ්ඩුව හෙන ගහපන්..... තොපි සිංහල ජාතියක් වශයෙන් මෙහෙම කට වහගෙන ඉන්න එපව් බොල... හෙට වෙද්දි දන්නෙම නැතුව අපිටම හුකල යයි...තොපි කාල බීල රීලා කට වහගෙන ඉන්න හැකිතාක් මේ පොන්න හුත්තේ ආණ්ඩුව තව තවත් කැලෑ...
@USER ලැජ්ජ වෙන්න ඕන මුන් වගේ කුලියට කහින් වේස ගෑණු ජාතක කරාට,harassment,ලැජ්ජ වෙන්න ඕන මුන් වගේ කුලියට කහින් වේස ගෑණු ජාතක කරාට
"@USER  @USER ලැජ්ජයි යකෝ.. මට තේරුම් ගන්න බැරි අපේ වේසිගෙ පුතලා ඉන්දියාවට් ඔච්චර පුක දෙන හේතුව.  CWC යන්න කලින් දිමුත් කිව්වේ , මට හොද කන්ඩායමක් ලැබිලා තියෙනවා කියලා. ඉවරවෙද්දි කියනවා , ඉන්දියාව කප් එක ගනියි කියලා.  උඹ මොන නායකයෙක්ද දිමුත් ?",harassment,"ලැජ්ජයි යකෝ.. මට තේරුම් ගන්න බැරි අපේ වේසිගෙ පුතලා ඉන්දියාවට් ඔච්චර පුක දෙන හේතුව. ක්ව්ක යන්න කලින් දිමුත් කිව්වේ , මට හොද කන්ඩායමක් ලැබිලා තියෙනවා කියලා. ඉවරවෙද්දි කියනවා , ඉන්දියාව කප් එක ගනියි කියලා. උඹ මොන නායකයෙක්ද දිමුත් ?"
"@USER  @USER    ලැජ්ජයි හුත්තෝ තෝ ගැන ,සක්කිලි බල්ලා!...ජාතකයක් නැති කාලකණ්ණි අවජාතක කැරි බල්ලා. සතුට අඩුවෙයි,  හෙට ඇප දෙනකොට",harassment,"ලැජ්ජයි හුත්තෝ තෝ ගැන ,සක්කිලි බල්ලා!...ජාතකයක් නැති කාලකණ්ණි අවජාතක කැරි බල්ලා. සතුට අඩුවෙයි, හෙට ඇප දෙනකොට"
ලෑල්ල වගේ පස්සක් තිබ්බ එකා - පුක පුන්චා  #ChildhoodNicknamesLK,harassment,ලෑල්ල වගේ පස්සක් තිබ්බ එකා - පුක පුන්චා චිල්ධූද්නිච්ක්නමෙස්ල්ක්
ලෙ අම්ම: චූටි බබා ඔතනට වෙලා ඉන්න බ්ලා බ්ලා... ලෙ පොඩි එකා: ඈඈඈඈඈ ලෙ අම්ම: පහලට බහින්ඩ එපා යකො බෙල්ල කැඩෙයි ඕක ඔතනිං තියල පල බූරුව  හම්බෝ!!,harassment,ලෙ අම්ම: චූටි බබා ඔතනට වෙලා ඉන්න බ්ලා බ්ලා... ලෙ පොඩි එකා: ඈඈඈඈඈ ලෙ අම්ම: පහලට බහින්ඩ එපා යකො බෙල්ල කැඩෙයි ඕක ඔතනිං තියල පල බූරුව හම්බෝ!!
ලෙඩා- ඒකට තමයි පකෝ අපි බදු ගෙවන්නෙ. තෝ අම්මට හු.. නැතුව තොට උගන්නපු සල්ලිවලට හරියන්න වෙදකං කරපං. අපිට හැදෙන හැටි උගන්නන්න එන්නෙ නැතුව.  දොස්තර- තෝ එන්න එපා ආපහු. ලෙඩා- ඔය නලාව ගහගහනිං පුකේ.  (සැබෑ සිදුවීමක් නොවේ.  Hasalaka Thusharaගේ මවාපෑමකි),harassment,ලෙඩා- ඒකට තමයි පකෝ අපි බදු ගෙවන්නෙ. තෝ අම්මට හු.. නැතුව තොට උගන්නපු සල්ලිවලට හරියන්න වෙදකං කරපං. අපිට හැදෙන හැටි උගන්නන්න එන්නෙ නැතුව. දොස්තර- තෝ එන්න එපා ආපහු. ලෙඩා- ඔය නලාව ගහගහනිං පුකේ. (සැබෑ සිදුවීමක් නොවේ. හසලක Thusharaගේ මවාපෑමකි)
ලෙබනීස් බඩු පට්ට ලස්සනයි ඔයි,harassment,ලෙබනීස් බඩු පට්ට ලස්සනයි ඔයි
@USER @USER ලෙව කකා ඉන්නේ බං.ඉන්දියන් සක්කිලි ක්‍රිකට් කනවා.කනවා කියන්නේ විනාසම කරනවා. උන්ට අවුල් වගේනම් බෝලර් ඔන්න ඌ චක්. උන්ගේ උන් බබාලා,harassment,ලෙව කකා ඉන්නේ බං.ඉන්දියන් සක්කිලි ක්‍රිකට් කනවා.කනවා කියන්නේ විනාසම කරනවා. උන්ට අවුල් වගේනම් බෝලර් ඔන්න ඌ චක්. උන්ගේ උන් බබාලා
